% Motor voltage for all motors
% 1 	Time (sec)
% 2-3 	Voltage to motor (to Teensy) 1,2 (Volt)
% 4-5 	Voltage to motor (from Teensy) 1,2 (Volt)
% 6-7 	PWM to motor (+/- 2096) (from Teensy) 1,2
% 8 	Relax motor controller (standing still for some time)
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.4755 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.5015 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.5264 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.5514 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.5764 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.6006 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.6263 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.6510 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.6759 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.7006 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.7264 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.7515 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.7764 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.8013 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.8262 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.8510 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.8759 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.9007 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.9256 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.9512 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332013.9764 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.0013 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.0261 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.0509 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.0758 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.1006 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.1255 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.1510 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.1758 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.2006 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.2264 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.2513 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.2761 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.3008 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.3256 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.3510 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.3760 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.4008 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.4258 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.4507 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.4757 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.5008 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.5259 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.5514 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.5763 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.6011 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.6258 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.6516 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.6765 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.7013 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.7263 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.7516 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738331994.1625 0.00 0.00 0.00 0.00 0 0 1
1738332014.7765 0.00 0.00 0.00 0.00 0 0 1
1738332014.7774 0.00 0.00 0.00 0.00 0 0 1
1738332014.7819 0.00 0.00 0.00 0.00 0 0 1
1738332014.7874 0.00 0.00 0.00 0.00 0 0 1
1738332014.7923 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.8013 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.8260 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.8516 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.8764 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.9012 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.9260 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.9518 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.9767 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.0015 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.0264 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.0511 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.0760 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.1019 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.1268 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.1509 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.1760 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.2019 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.2269 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.2518 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.2767 0.00 0.00 0.00 0.00 0 0 1
1738332014.7968 0.00 0.00 0.00 0.00 0 0 1
1738332015.2825 0.33 1.14 0.00 0.00 0 0 0
1738332015.2880 0.36 1.25 0.00 0.00 0 0 0
1738332015.2919 0.39 1.36 0.00 0.00 0 0 0
1738332015.2975 0.43 1.46 0.00 0.00 0 0 0
1738332015.3014 0.43 1.46 0.43 1.50 0 0 0
1738332015.3030 0.46 1.57 0.43 1.50 0 0 0
1738332015.3080 0.49 1.68 0.43 1.50 0 0 0
1738332015.3135 0.52 0.90 0.43 1.50 0 0 0
1738332015.3185 0.55 0.80 0.43 1.50 0 0 0
1738332015.3229 0.58 0.49 0.43 1.50 0 0 0
1738332015.3262 0.58 0.49 0.58 0.49 0 0 0
1738332015.3281 0.61 0.40 0.58 0.49 0 0 0
1738332015.3336 0.65 0.35 0.58 0.49 0 0 0
1738332015.3381 0.68 0.46 0.58 0.49 0 0 0
1738332015.3432 0.71 0.47 0.58 0.49 0 0 0
1738332015.3485 0.74 0.57 0.58 0.49 0 0 0
1738332015.3511 0.74 0.57 0.74 0.57 0 0 0
1738332015.3530 0.77 0.68 0.74 0.57 0 0 0
1738332015.3585 0.80 0.83 0.74 0.57 0 0 0
1738332015.3624 0.83 0.95 0.74 0.57 0 0 0
1738332015.3680 0.87 0.99 0.74 0.57 0 0 0
1738332015.3730 0.90 1.09 0.74 0.57 0 0 0
1738332015.3760 0.90 1.09 0.90 1.10 0 0 0
1738332015.3774 0.86 1.18 0.90 1.10 0 0 0
